code_identifiant;Date de début de l’information de sécurité;Date de fin de l’information de sécurité;information_de_sécurite
63270518;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
63298738;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
63356668;2013-11-27;2015-11-27;Clopidogrel et risque d’hémophilie acquise
63393816;2014-09-08;2016-09-08;Interférons bêta dans le traitement de la sclérose en plaques: risque de microangiopathie thrombotique et de syndrome néphrotique
63420708;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
63436228;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
63472313;2014-12-08;2015-12-08;Art 50 mg, Zondar 50 mg et générique : nouvelles restrictions d'utilisation et recommandations des spécialités contenant de la diacéréine
63501124;2014-06-11;2015-12-11;Procoralan (ivabradine) : réévaluation européenne du rapport bénéfice/risque suite à de nouvelles données de sécurité
63508866;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
63511759;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
63521372;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de l’ibuprofène utilisés à fortes doses
63527749;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
63623021;2011-12-06;2016-08-06;Médicaments à base de dompéridone et sécurité d'emploi cardiovasculaire
63628253;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
63648900;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
63679194;2014-02-20;2016-08-20;Réévaluation en cours des spécialités à base de dompéridone et rappel des recommandations
63728702;2013-09-13;2017-09-13;Risque de syndrome de l'iris hypotonique peropératoire (SIHP) associé à un traitement par rispéridone ou palipéridone chez les patients devant subir une chirurgie de la cataracte
63737879;2014-10-15;2016-04-15;Iclusig (ponatinib), médicaments à base de testostérone, médicaments contenant du valproate et dérivés (divalproate de sodium / valpromide) : retour d’information sur le PRAC d’octobre 2014
63755329;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
63775196;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
63852657;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
63881961;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
63907947;2011-12-16;2016-06-16;Utilisation hors AMM de la dompéridone dans la stimulation de la lactation : mise en garde
63915207;2013-09-25;2016-09-25;Fentanyl transmuqueux : Rappel de ses effets indésirables et de la nécessité de bien respecter ses indications
63933486;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
63941999;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
63973210;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
67468312;2015-05-26;2015-11-26;Spécialités à base de Valproate et dérivés (Dépakine®, Dépakote®, Dépamide®, Micropakine® et génériques) - Renforcement des conditions de prescription et de délivrance du fait des risques liés à leur utilisation pendant la grossesse
67476946;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
67481950;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67548153;2013-11-27;2015-11-27;Clopidogrel et risque d’hémophilie acquise
67581317;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67581406;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
67592840;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
67632968;2013-12-16;2015-12-16;TEMODAL® et génériques : Toxicité hépatique sévère associée au témozolomide
67673776;2015-06-25;2016-06-25;Mycophénolate (Cellcept® et génériques et Myfortic®) : risque d’avortements spontanés et de malformations en cas d’exposition pendant la grossesse
67678531;2012-03-13;2016-03-13;Finastéride (Propecia et génériques) dans le traitement de la calvitie chez l'homme jeune (alopécie androgénétique) : surveillance des effets secondaires
67703803;2015-03-19;2016-03-19;Rupture de stock de Mantadix : Mise à disposition d’Amantadin AL 100 mg
67722294;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67722294;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67727640;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67728742;2013-02-25;2016-02-25;Allopurinol et risques de survenue d'atteintes cutanées graves : rappels des précautions d'emploi et des règles de bon usage
67755230;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67755230;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67756040;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67767649;2012-11-08;2015-11-08;Restriction des indications des spécialités à base de trimétazidine (Vastarel® et génériques)
67806479;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
67825497;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de l’ibuprofène utilisés à fortes doses
67828625;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67838085;2015-04-30;2017-04-30;Hydroxyzine (Atarax et génériques) : nouvelles restrictions d'utilisation pour minimiser le risque d'allongement [QT]
67839657;2015-05-26;2015-11-26;Spécialités à base de Valproate et dérivés (Dépakine®, Dépakote®, Dépamide®, Micropakine® et génériques) - Renforcement des conditions de prescription et de délivrance du fait des risques liés à leur utilisation pendant la grossesse
67851467;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
67941758;2013-11-20;2015-11-20;Hydroxyéthylamidon : Restrictions d’utilisation des médicaments à base d’hydroxyéthylamidon (HEA)
67967062;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67968506;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67968506;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67992884;2013-12-16;2015-12-16;TEMODAL® et génériques : Toxicité hépatique sévère associée au témozolomide
68005349;2014-04-10;2016-03-10;Gardasil : actualisation des données de sécurité sur le vaccin contre les papillomavirus humains
68036693;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
68056436;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
68065816;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
68108025;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
68121332;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
68133651;2015-04-02;2016-04-02;Préviscan (fluindione) : changement de couleur des comprimés pour limiter le risque d’erreurs médicamenteuses
68152000;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
68155046;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68155683;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
68178753;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68269975;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
68272505;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68301914;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
68320252;2013-02-25;2016-02-25;Allopurinol et risques de survenue d'atteintes cutanées graves : rappels des précautions d'emploi et des règles de bon usage
68328733;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
68348757;2013-11-27;2015-11-27;Clopidogrel et risque d’hémophilie acquise
68352481;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68355716;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d’emploi et des règles de bon usage
68425029;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
68440789;2012-02-10;2017-02-10;Gels de kétoprofène : mesures visant à réduire le risque de photosensibilité - Lettre aux professionnels
68461089;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
68461089;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
68475904;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de l’ibuprofène utilisés à fortes doses
68475904;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
60987991;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
61009569;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
61048216;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
61088335;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
61109911;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
61115864;2014-10-30;2016-10-30;Risques liés à l’utilisation de l’oxycodone, antalgique opioïde de palier III
61164815;2013-02-07;2016-02-07;Norditropine : Vente illégale de produits falsifiés à des fins d'usage détourné
61192519;2012-03-13;2016-03-13;Finastéride (Propecia et génériques) dans le traitement de la calvitie chez l'homme jeune (alopécie androgénétique) : surveillance des effets secondaires
61199175;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
61213881;2011-12-05;2016-12-05;Biphosphonates et fractures atypiques du fémur
61221166;2013-09-13;2017-09-13;Risque de syndrome de l'iris hypotonique peropératoire (SIHP) associé à un traitement par rispéridone ou palipéridone chez les patients devant subir une chirurgie de la cataracte
61245968;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
61253160;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
61266268;2014-12-12;2015-12-12;Valproate et dérivés (Dépakine®, Dépakote®, Dépamide®, Micropakine® et génériques) : risque d’issues anormales de grossesse
61275694;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
61325186;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
66152197;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66177542;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66205536;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
66221241;2015-02-18;2016-08-18;Réévaluation des médicaments à base d’hydroxyzine et des médicaments à base de codéine utilisés chez l’enfant
66262213;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66286285;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66299756;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d’emploi et des règles de bon usage
66332850;2013-09-13;2016-09-13;Risque de syndrome de l'iris hypotonique peropératoire (SIHP) associé à un traitement par rispéridone ou palipéridone chez les patients devant subir une chirurgie de la cataracte
66334552;2014-10-15;2016-04-15;Iclusig (ponatinib), médicaments à base de testostérone, médicaments contenant du valproate et dérivés (divalproate de sodium / valpromide) : retour d’information sur le PRAC d’octobre 2014
66366468;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d’emploi et des règles de bon usage
66399710;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66421480;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66422899;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66422899;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66424715;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66454466;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
66456143;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
66456848;2014-02-20;2016-08-20;Réévaluation en cours des spécialités à base de dompéridone et rappel des recommandations
66487797;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66487797;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66488746;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
66508736;2014-07-15;2016-07-15;Médicaments contenant de la bromocriptine, de la méthadone et de la povidone, de l’ivabradine , de la testostérone, du valproate (DEPAKOTE®, et ponatinib  de juillet 2014
66508736;2015-05-26;2015-11-26;Spécialités à base de Valproate et dérivés (Dépakine®, Dépakote®, Dépamide®, Micropakine® et génériques) - Renforcement des conditions de prescription et de délivrance du fait des risques liés à leur utilisation pendant la grossesse
66571804;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66585953;2011-12-16;2016-06-16;Utilisation hors AMM de la dompéridone dans la stimulation de la lactation : mise en garde
66595171;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66599839;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66677825;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66691390;2013-08-21;2016-08-21;Diclofénac par voie orale ou injectable Nouvelles restrictions d'utilisation liées à une augmentation du risque de thrombose artérielle
66696583;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66787378;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66847875;2013-09-13;2016-09-13;Risque de syndrome de l'iris hypotonique peropératoire (SIHP) associé à un traitement par rispéridone ou palipéridone chez les patients devant subir une chirurgie de la cataracte
66928996;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66964519;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
66968706;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67023052;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67023718;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67071218;2012-04-26;2016-10-26;Les nouveaux anticoagulants oraux (dabigatran et rivaroxaban) dans la fibrillation auriculaire : ce qu'il faut savoir
67086191;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
67087934;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67108887;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
67115910;2013-07-02;2016-07-02;Suspension des autorisations de mise sur le marché du tétrazépam (Myolastan et ses génériques)
67182791;2011-12-05;2016-12-05;Biphosphonates et fractures atypiques du fémur - Point d’information
67183046;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67273757;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
67283331;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67331299;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
67357066;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67370932;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67383940;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67522429;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
67546191;2015-05-18;2015-11-18;Démarrage par le PRAC d’un arbitrage concernant Tysabri et de l’évaluation de l’impact du risque de pneumopathie sur le traitement de la BPCO par corticoïdes inhalés
67589926;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
67613291;2015-06-08;2017-06-08;IZALGI 500mg/25mg, gélule : informations importantes sur le bon usage
67623734;2014-12-11;2016-06-11;Médicaments contenant du valproate et dérivés, de la testostérone, PSUR worksharing : retour sur la réunion de novembre 2014 du CMDh
67694432;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
67753496;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
67769949;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67780949;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
67811024;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67813947;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
67815898;2013-07-12;2016-07-12;Cas graves d'entéropathies associés avec l'olmésartan médoxomil
67825497;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
67851467;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
67894600;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
67912685;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
67944163;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68125074;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
68125932;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
68165492;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68181322;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
68209355;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68314018;2014-01-29;2016-01-29;Mise à disposition de la spécialité Buprénorphine EG et informations importantes sur le bon usage
68359312;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68367234;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68369993;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68415437;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68415437;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68427304;2014-10-13;2016-04-13;Médicaments contenant de la dompéridone : retour sur la réunion de septembre 2014 du CMDh
68446468;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68460165;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68462974;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62031508;2013-09-25;2015-11-25;Rupture d’approvisionnement en stylos auto-injecteurs d’adrénaline (Anapen et Jext) : Actions mises en place par l’ANSM
62052776;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62091971;2013-03-27;2017-03-27;Diabète de type 2 : nouvelles données sur le risque pancréatique chez les patients diabétiques traités par les incrétinomimétiques
62204262;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62246560;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62267070;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
62270675;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
62327311;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62358463;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62394897;2013-03-27;2017-03-27;Diabète de type 2 : nouvelles données sur le risque pancréatique chez les patients diabétiques traités par les incrétinomimétiques
