code_identifiant;format_administration;Code de la substance;denomination_de_la_substance;dosage_de_la_substance;réferent_dosage;Nature du composant;Numéro permettant de lier, le cas échéant, substances actives et fractions thérapeutiques
61269645;Gélule;4168;LEVURE;108,5 mg;une gélule;Principe Actif;3
61282849;Poudre orale;73224;AETHUSA CYNAPIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
61299147;Comprimé;15304;LISINOPRIL ANHYDRE;5 mg;un comprimé;Fraction Thérapeutique;1
61305080;Comprimé;2202;PARACÉTAMOL;325 mg;un comprimé;Principe Actif;2
61333126;Compartiment 1 : émulsion lipidique;19874;HUILE D'OLIVE RAFFINÉE POUR PRÉPARATIONS INJECTABLES;environ 32 g;200 ml;Principe Actif;1
61333126;Compartiment 2 : solution d'acides aminés;550;ISOLEUCINE;2,04 g;400 ml;Principe Actif;7
64151495;Solution;7482;KALIUM IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;12 CH;un flacon de 30 ml;Principe Actif;7
64166903;Gélule;25169;SUCCIMER;200 mg;une gélule;Principe Actif;1
64168039;Capsule;6088;ISOTRÉTINOÏNE;5 mg;une capsule;Principe Actif;1
64176801;Comprimé;19809;ATORVASTATINE;20 mg;un comprimé;Fraction Thérapeutique;1
64186770;Comprimé;74217;BOSENTAN MONOHYDRATÉ;33,045 mg;un comprimé;Principe Actif;1
64195869;Solution buvable en ampoules;2314;SENNA POUR PREPARATIONS HOMEOPATHIQUES;2CH à 30CH et 4DH à 60DH;une capsule;Principe Actif;25
64203312;Poudre;48541;MÉSILATE DE QUINUPRISTINE;;;Principe Actif;1
64210260;Lyophilisat;89185;EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLÉOLE DES PRÉS;75 000 SQ-T;un lyophilisat;Principe Actif;1
64226503;Comprimé jaune pâle;8237;GESTODÈNE;60 microgrammes;un comprimé;Principe Actif;1
64234980;Comprimé;37314;RISÉDRONATE MONOSODIQUE ANHYDRE;35 mg;un comprimé;Principe Actif;1
64272600;Comprimé;28165;AMOXICILLINE TRIHYDRATÉE;;;Principe Actif;1
64280134;Solution;4594;BENJOIN (TEINTURE DE);10 g;100 g de solution pour inhalation;Principe Actif;7
64280159;Comprimé;11401;CHLORHYDRATE D'OXYBUTYNINE;5 mg;un comprimé;Principe Actif;1
64287253;Comprimé;31844;ABACAVIR;600 mg;un comprimé;Fraction Thérapeutique;2
64304820;Comprimé;63130;ACÉBUTOLOL BASE;200 mg;un comprimé;Fraction Thérapeutique;1
64308320;Comprimé;1097;ALLOPURINOL;300,00 mg;un comprimé;Principe Actif;1
64323361;Poudre orale;24498;SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
64328579;Gélule;17407;ÉSOMÉPRAZOLE;20 mg;une gélule;Fraction Thérapeutique;1
64349915;Comprimé;77086;TACROLIMUS;4 mg;un comprimé;Fraction Thérapeutique;1
64362503;Comprimé;28788;ORIGANUM MAJORANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
64373211;Comprimé;4442;METFORMINE BASE;780 mg;un comprimé;Fraction Thérapeutique;1
64381336;Comprimé;54459;BUPRÉNORPHINE;8 mg;un comprimé;Fraction Thérapeutique;1
64397778;Comprimé;67549;RABÉPRAZOLE BASE;9,42 mg;un comprimé;Fraction Thérapeutique;1
64410713;Solution;41881;ACIDE ZOLÉDRONIQUE ANHYDRE;4 mg;un flacon de 100 ml de solution pour perfusion;Fraction Thérapeutique;1
64410713;Solution;98588;ACIDE ZOLÉDRONIQUE MONOHYDRATÉ;;;Principe Actif;1
64413588;Solution;93;POTASSIUM (CHLORURE DE);2 g;1000 ml;Principe Actif;1
64416164;Comprimé;907;BROMAZÉPAM;6 mg;un comprimé;Principe Actif;1
64429756;Comprimé;23957;LANSOPRAZOLE;15 mg;un comprimé;Principe Actif;1
64439241;Comprimé;25783;CHLORHYDRATE DE RANITIDINE;84,00 mg;un comprimé;Principe Actif;1
64456251;Solution;861;CHLORHYDRATE DE NALOXONE ANHYDRE;0,4 mg;une ampoule;Principe Actif;1
64456867;Suppositoire;3666;CINÉOLE;30 mg;un suppositoire;Principe Actif;4
64462852;Comprimé;249;GENTIANA LUTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;17
64462852;Solution buvable en gouttes;249;GENTIANA LUTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;20
64463662;Comprimé;89477;SORAFÉNIB;200 mg;un comprimé;Fraction Thérapeutique;1
64473489;Granules;24498;SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un flacon;Principe Actif;19
64473489;Pommade;24498;SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un flacon;Principe Actif;25
64473489;Solution buvable en ampoules;24498;SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un flacon;Principe Actif;23
64475561;Solution;563;LYSINE;0,715 g;100 ml;Principe Actif;7
64485833;Pommade;3100;PHELLANDRIUM AQUATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
64492112;Comprimé;26682;LÉTROZOLE;2,5 mg;un comprimé;Principe Actif;1
64510496;Comprimé;38524;PANTOPRAZOLE;40 mg;un comprimé;Fraction Thérapeutique;1
64530520;Solution;86008;IBANDRONIQUE (ACIDE), SEL MONOSODIQUE, MONOHYDRATÉ;6,75 mg;6 ml;Principe Actif;1
64571887;Solution;5348;CUIVRE;0,0726 mg;une ampoule de 2 ml;Fraction Thérapeutique;2
64571887;Solution;51332;COBALT;0,0726 mg;une ampoule de 2 ml;Fraction Thérapeutique;3
64583964;Comprimé;428;CARBONATE DE CALCIUM;2 500 mg;un comprimé;Principe Actif;1
64593008;Comprimé;29337;TÉNOFOVIR DISOPROXIL;123 mg;un comprimé;Fraction Thérapeutique;1
64602165;Comprimé;6610;MAGNESIA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES;50 mg (1 DH);un comprimé;Principe Actif;6
64602464;Comprimé;8839;CLEMATIS ERECTA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
64602464;Granules;8839;CLEMATIS ERECTA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
64607301;Comprimé;10171;SIMVASTATINE;40 mg;un comprimé;Principe Actif;1
64625242;Comprimé;7436;FUMARATE DE BISOPROLOL;2,5 mg;un comprimé;Principe Actif;1
64626892;Pastille;33959;SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE;;;Principe Actif;1
64636573;Poudre;5248;AMOXICILLINE ANHYDRE;1000 mg;un sachet-dose;Fraction Thérapeutique;1
64650441;Granules;26151;CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;une ampoule de 2 ml;Principe Actif;19
64672103;Comprimé;28165;AMOXICILLINE TRIHYDRATÉE;;;Principe Actif;1
64692465;Granules;9312;ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un sachet de 2000,00 mg;Principe Actif;17
64693528;Dispositif;17477;FENTANYL;19,2 mg;un dispositif;Principe Actif;1
61165034;Crème;3827;CARRAGAHEEN (EXTRAIT DE);2,5 g;100 g;Principe Actif;5
61180239;Comprimé;78975;ZOLMITRIPTAN;2,5 mg;un comprimé;Principe Actif;1
61198803;Poudre;29442;CLAVULANATE DE POTASSIUM;;;Principe Actif;2
61200859;Comprimé;13112;ALPRAZOLAM;0,5 mg;un comprimé;Principe Actif;1
61231388;Comprimé;4129;ACÉTYLLEUCINE;500 mg;un comprimé;Principe Actif;1
61249895;Crème;690;SALICYLIQUE (ACIDE);3,0 g;100 g;Principe Actif;3
61253160;Comprimé;907;BROMAZÉPAM;6 mg;un comprimé;Principe Actif;1
61255282;Comprimé;90670;CHLORHYDRATE DE NÉBIVOLOL;;;Principe Actif;1
61257269;Gélule;1;CHLORHYDRATE DE LOPÉRAMIDE;2 mg;une gélule;Principe Actif;1
61260984;Solution;80978;BROMURE D'IPRATROPIUM ANHYDRE;0,25 mg;un récipient unidose de 1 ml;Fraction Thérapeutique;1
61263838;Poudre orale;4593;BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
61282849;Solution buvable en ampoules;73224;AETHUSA CYNAPIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
61285286;Comprimé;35876;CHLORHYDRATE DE ROPINIROLE;0,285 mg;un comprimé;Principe Actif;1
61296350;Comprimé;24312;LONICERA CAPRIFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;2 ml;Principe Actif;18
61301363;Comprimé;7436;FUMARATE DE BISOPROLOL;2,5 mg;un comprimé;Principe Actif;1
61306809;Solution;4280;TARTRATE D'ADRÉNALINE;;;Principe Actif;2
61312477;Comprimé;31174;FOSAMPRÉNAVIR CALCIQUE;853,2 mg;un comprimé;Principe Actif;1
61333126;Compartiment 2 : solution d'acides aminés;674;TRYPTOPHANE L;0,61 g;400 ml;Principe Actif;15
61333126;Compartiment 2 : solution d'acides aminés;675;VALINE;1,97 g;400 ml;Principe Actif;17
61342890;Comprimé;33803;CHLORHYDRATE DE DONÉPÉZIL;5 mg;un comprimé;Principe Actif;1
61353972;Comprimé;73208;PRAVASTATINE SODIQUE;40 mg;un comprimé;Principe Actif;1
61386709;Collyre;33474;LATANOPROST;50 microgrammes;1 ml de collyre;Principe Actif;1
61400411;Comprimé blanc;196;LÉVONORGESTREL;100 microgrammes;un comprimé;Principe Actif;2
61405223;Solution;46352;DARBÉPOÉTINE ALFA;200 microgrammes;1 ml;Principe Actif;1
61411863;Comprimé;7055;DOXYCYCLINE MONOHYDRATÉE;52,05 mg;un comprimé;Principe Actif;1
61426655;Solution;44322;OCTRÉOTIDE;100 microgrammes;1 ml de solution injectable;Fraction Thérapeutique;1
61431008;Poudre;30925;CEFTRIAXONE SODIQUE;;;Principe Actif;1
61438974;Comprimé;67549;RABÉPRAZOLE;9,42 mg;un comprimé;Fraction Thérapeutique;1
61443583;Comprimé;4006;BERBERIS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une dose de 0,25 ml;Principe Actif;17
61456303;Poudre orale;9401;SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
61463881;Granules;332;PODOPHYLLUM PELTATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de suspension reconstituée;Principe Actif;17
61469681;Solution;71082;FONDAPARINUX SODIQUE;10 mg;une seringue pré-remplie de 0,8 ml;Principe Actif;1
61475677;Compartiment b;901;CHLORURE DE SODIUM;6,45 g;1000 ml;Principe Actif;1
61476925;Poudre;30925;CEFTRIAXONE SODIQUE;;;Principe Actif;1
61477621;Gélule;22956;OTÉRACIL;15,8 mg;une gélule;Fraction Thérapeutique;3
61484459;Comprimé;9231;AMISULPRIDE;400 mg;un comprimé;Principe Actif;1
61551089;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
61561635;Comprimé;86088;IPRONIAZIDE BASE;50,00 mg;un comprimé;Fraction Thérapeutique;1
61564058;Pâte;19236;PARAFFINE LIQUIDE;4,29 g;un sachet de 10 g;Principe Actif;10
61567061;Granulés;78578;FOSFOMYCINE;3 g;un sachet;Fraction Thérapeutique;1
61572496;Solution;85291;FERRIQUE (CHLORURE) HEXAHYDRATÉ;5,406 mg;une ampoule de 10 ml;Principe Actif;3
61598886;Solution;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,051 g;1000 ml;Principe Actif;3
61599041;Comprimé;11532;RAMIPRIL;5 mg;un comprimé;Principe Actif;1
63481077;Gélule;16849;GABAPENTINE;300 mg;une gélule;Principe Actif;1
63489259;Solution;1525;CHOLÉCALCIFÉROL;100 000 UI;une ampoule;Principe Actif;1
63490820;Solution;16661;ARTICAÏNE (CHLORHYDRATE D');40 mg;une cartouche de 1 ml;Principe Actif;1
63501761;Granules;24504;DAMIANA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;un comprimé;Principe Actif;17
63510721;Gélule;1;CHLORHYDRATE DE LOPÉRAMIDE;2 mg;une gélule;Principe Actif;1
63526743;Comprimé;355;MALÉATE DE TRIMÉBUTINE;200 mg;un comprimé;Principe Actif;1
63534843;Solution;10600;MALATHION;0,50 g;100 ml;Principe Actif;1
63538286;Comprimé;37314;RISÉDRONATE MONOSODIQUE ANHYDRE;5 mg;un comprimé;Fraction Thérapeutique;1
63548095;Émulsion;27467;TROLAMINE;0,67 g;100 g d'émulsion pour application cutanée;Principe Actif;1
63569965;Collyre;5296;INOSINE MONOPHOSPHATE DISODIQUE DIHYDRATÉ;0,100 g;100 ml;Principe Actif;1
63577727;Comprimé;21053;CAPTOPRIL;25 mg;un comprimé;Principe Actif;1
63581266;Solution;5080;CHLORHYDRATE D'OXYMÉTAZOLINE;0,050 g;100 ml;Principe Actif;1
63610522;Suppositoire;2376;MÉTOPIMAZINE;0,005 g;un suppositoire;Principe Actif;1
63611923;Comprimé;91877;CAPÉCITABINE;150 mg;un comprimé;Principe Actif;1
63615206;Solution;11789;ISOFLURANE;100 ml;un flacon;Principe Actif;1
63626455;Solution buvable en ampoules;7764;LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;25
63633802;Collyre;51796;TRAVOPROST;40 microgrammes;1 ml de solution;Principe Actif;1
63647104;Comprimé;45485;MIRTAZAPINE;15 mg;un comprimé;Principe Actif;1
63657486;Gélule;39727;AMLODIPINE;10 mg;une gélule;Fraction Thérapeutique;1
63681398;Comprimé;25101;SARCOLACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;6,67 mg (3 CH);un comprimé;Principe Actif;2
63688528;Comprimé;70320;DONÉPÉZIL BASE;4,56 mg;un comprimé;Fraction Thérapeutique;1
63697872;Solution;9231;AMISULPRIDE;200 mg;4 ml;Principe Actif;1
63713344;Gélule;3193;MALÉATE DE CHLORPHÉNAMINE;4,0 mg;une gélule;Principe Actif;9
63719984;Poudre orale;15768;RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;un comprimé;Principe Actif;18
63725282;Comprimé;24982;ALENDRONATE MONOSODIQUE TRIHYDRATÉ;;;Principe Actif;1
63732483;Comprimé;48528;LOSARTAN POTASSIQUE;50,00 mg;un comprimé;Principe Actif;2
63740918;Compartiment 1 : solution d'acides aminés;2666;MÉTHIONINE;4,3 g;1000 ml;Principe Actif;8
63740918;Compartiment 1 : solution d'acides aminés;3482;PROLINE;11,2 g;1000 ml;Principe Actif;10
63769275;Comprimé;70320;DONÉPÉZIL BASE;4,56 mg;un comprimé;Fraction Thérapeutique;1
63769738;Poudre;28165;AMOXICILLINE TRIHYDRATÉE;;;Principe Actif;1
63798857;Suspension;2618;MERCAPTOPURINE;20 mg;1 ml;Principe Actif;1
63803382;Poudre;19437;PIPÉRACILLINE SODIQUE;;;Principe Actif;1
63822272;Comprimé actif rose;18867;DROSPIRÉNONE;3 mg;un comprimé;Principe Actif;2
63830251;Comprimé;51458;VORICONAZOLE;50 mg;un comprimé;Principe Actif;1
63845794;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
63846227;Comprimé;62904;CHLORHYDRATE DE GRANISÉTRON;2,24 mg;un comprimé;Principe Actif;1
63849839;Comprimé;69916;PÉRINDOPRIL ARGININE;5 mg;un comprimé;Principe Actif;1
63857729;Ovule;30834;GÉMÉPROST;1 mg;un ovule;Principe Actif;1
63875218;Comprimé;47933;SODIUM (PICOSULFATE DE);0,005 g;un comprimé;Principe Actif;1
63877557;Comprimé;96648;ZOFÉNOPRIL;57,3 mg;un comprimé;Fraction Thérapeutique;1
63901015;Gélule;87746;TOPOTÉCANE (CHLORHYDRATE DE);;;Principe Actif;1
63906140;Comprimé;60255;LISINOPRIL DIHYDRATÉ;;;Principe Actif;1
63912232;Comprimé;70320;DONÉPÉZIL BASE;9,12 mg;un comprimé;Fraction Thérapeutique;1
63926844;Poudre;31558;LÉNOGRASTIM;33,6 Millions UI (263 microgrammes);un flacon;Principe Actif;1
63941294;Comprimé jaune;1807;ÉTHINYLESTRADIOL;0,030 mg;un comprimé;Principe Actif;35
63941426;Gélule;4171;OXYDE DE BISMUTH;40 mg;une gélule;Fraction Thérapeutique;1
63954950;Solution;82435;ACÉTATE DE NAFARÉLINE;;;Principe Actif;1
63974383;Gélule;7560;CHLORHYDRATE DE FLUOXÉTINE;;;Principe Actif;1
64005832;Comprimé;89901;TÉNOFOVIR DISOPROXIL (FUMARATE DE);;;Principe Actif;3
64009485;Pommade;1995;ANISUM STELLATUM;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une ampoule;Principe Actif;24
64026417;Solution;2726;LÉVOMÉPROMAZINE;25,00 mg;1 ml;Fraction Thérapeutique;1
64049704;Crème;436;CAMPHRE RACÉMIQUE;0,10 g;100 g de crème;Principe Actif;2
64054758;Comprimé;92464;ATORVASTATINE CALCIQUE TRIHYDRATÉE;43,38 mg;un comprimé;Principe Actif;1
64071063;Comprimé;96027;NÉBIVOLOL BASE;5 mg;un comprimé;Fraction Thérapeutique;1
64077917;Poudre;9967;TÉICOPLANINE;400 mg équivalents à au moins 400 000 UI;un flacon;Principe Actif;1
64089435;Comprimé;18265;CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ;;;Principe Actif;1
64090327;Solution;901;CHLORURE DE SODIUM;5,26 g;1 l;Principe Actif;1
64109788;Comprimé;37011;LAMOTRIGINE;200 mg;un comprimé;Principe Actif;1
64115983;Compartiment acides aminés;544;HISTIDINE;0,12 g;125 ml;Principe Actif;8
64147785;Comprimé;1328;MOLSIDOMINE;2 mg;un comprimé;Principe Actif;1
64151495;Solution;12683;RHODODENDRON FERRUGINEUM POUR PRÉPARATIONS HOMÉOPATHIQUES;12 CH;un flacon de 30 ml;Principe Actif;8
64168498;Solution;25996;CINCHONIDINE (CHLORHYDRATE DE);2,015 mg;une ampoule de 2 ml;Principe Actif;4
64170339;Gélule;80889;FLUVASTATINE;40 mg;une gélule;Fraction Thérapeutique;1
64182868;Gélule;4168;SACCHAROMYCES CEREVISIAE;50 mg;une gélule;Principe Actif;2
64184901;Collyre;51528;DORZOLAMIDE BASE;20,000 mg;1 ml;Fraction Thérapeutique;1
64186998;Comprimé;1738;DIPROPHYLLINE;150,000 mg;un comprimé;Principe Actif;2
64189866;Comprimé;59737;RILUZOLE;50 mg;un comprimé;Principe Actif;1
64195869;Pommade;2314;SENNA POUR PREPARATIONS HOMEOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une capsule;Principe Actif;24
64225999;Gélule;8578;ACITRÉTINE;25 mg sous forme de 100 mg de poudre sèche titrant 25 % d'acitrétine;une gélule;Principe Actif;1
64228123;Suppositoire;2024;HÉPARINE SODIQUE;500 UI;un suppositoire;Principe Actif;1
64268979;Comprimé;9586;PÉRINDOPRIL TERT-BUTYLAMINE;4 mg;un comprimé;Principe Actif;1
64283924;Dispositif;1786;ESTRADIOL ANHYDRE;7,5 mg;un dispositif;Fraction Thérapeutique;1
64287253;Comprimé;41060;DOLUTÉGRAVIR SODIQUE;52,6 mg;un comprimé;Principe Actif;1
64289681;Comprimé;620;QUINIDINE;3,3 mg;un comprimé;Fraction Thérapeutique;2
64296341;Comprimé;59691;QUÉTIAPINE;400 mg;un comprimé;Fraction Thérapeutique;1
64303889;Comprimé;52275;PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml;Principe Actif;17
64315877;Comprimé;655;THÉOPHYLLINE MONOHYDRATÉE;220 mg;un comprimé;Principe Actif;1
64323500;Poudre;27707;OXACILLINE BASE;1 g;un flacon;Fraction Thérapeutique;1
64325540;Solution;555;LEUCINE;1,12 g;100 ml;Principe Actif;6
64328821;Solution;1525;CHOLÉCALCIFÉROL;200 000 UI;une ampoule;Principe Actif;1
64384688;Granulés;99303;CEFPODOXIME PROXÉTIL;6,261 g;100 g;Principe Actif;1
64392350;Solution;77135;COMPLEXE HYDROXYDE FERRIQUE-DEXTRANE;312,5 mg;1 ml;Principe Actif;1
64426518;Solution buvable en gouttes;5957;EUCALYPTUS GLOBULUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de solution à diluer injectable;Principe Actif;20
64475561;Solution;2666;MÉTHIONINE;0,325 g;100 ml;Principe Actif;16
64478080;Poudre;20668;CHLORHYDRATE DE RÉMIFENTANIL;;;Principe Actif;1
61568672;Granules;6436;CALCAREA CARBONICA OSTREARUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml;Principe Actif;17
61572496;Solution;8190;CHROMIQUE (CHLORURE) HEXAHYDRATÉ;0,0533 mg;une ampoule de 10 ml;Principe Actif;7
61581456;Gélule;4773;OMÉPRAZOLE;20 mg;une gélule;Principe Actif;1
61587822;Pâte;4760;SODIUM (MONOFLUOROPHOSPHATE DE);0,760 g;100 g;Principe Actif;15
61589937;Comprimé;32627;RIZATRIPTAN;10 mg;un comprimé;Fraction Thérapeutique;1
61606500;Comprimé;92297;BROMOCRIPTINE BASE;2,5 mg;un comprimé;Fraction Thérapeutique;1
61633814;Poudre orale;6745;CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une cuillère-mesure de 5 ml de suspension reconstituée;Principe Actif;23
61633814;Solution buvable en ampoules;6745;CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une cuillère-mesure de 5 ml de suspension reconstituée;Principe Actif;25
61643623;Granules;96658;ARALIA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
61644230;Comprimé;2202;PARACÉTAMOL;400,0 mg;un comprimé;Principe Actif;1
61651634;Gélule;1;LOPÉRAMIDE (CHLORHYDRATE DE);2 mg;une gélule;Principe Actif;1
61667994;Gélule;63854;CÉLÉCOXIB;100 mg;une gélule;Principe Actif;1
61673246;Solution;93;POTASSIUM (CHLORURE DE);0,15 g;1 ml;Principe Actif;1
61684869;Émulsion;1021;GLYCINE;1,76 g;1000 ml d'émulsion reconstituée;Principe Actif;5
61694678;Comprimé;9231;AMISULPRIDE;400 mg;un comprimé;Principe Actif;1
67059059;Comprimé;96027;NÉBIVOLOL BASE;5 mg;un comprimé;Fraction Thérapeutique;1
67073589;Granules;7176;HYPERICUM PERFORATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;19
67078561;Comprimé;86571;CHLORHYDRATE DE TRAMADOL;;;Principe Actif;1
67088979;Comprimé;54693;CLOPIDOGREL;75 mg;un comprimé;Fraction Thérapeutique;1
67101191;Poudre;26478;TAZOBACTAM;250 mg;un flacon;Fraction Thérapeutique;2
67120494;Comprimé;53763;MANIDIPINE (DICHLORHYDRATE DE);20 mg;un comprimé;Principe Actif;1
67123693;Solution buvable en ampoules;4587;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une dose mesurée;Principe Actif;26
67129671;Solution buvable en ampoules;81405;MANGANUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
67136790;Solution a;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;2,033 g;1000 ml;Principe Actif;4
67151080;Gélule;97603;CHLORHYDRATE DE SERTRALINE;;;Principe Actif;1
67173618;Émulsion;4951;HUILE DE SOJA RAFFINÉE;20,00 g;100 ml;Principe Actif;1
67181796;Solution;17150;GLUCOSE MONOHYDRATÉ;5,5 g;100 ml;Principe Actif;3
67199506;Poudre;31269;DEXRAZOXANE;500,00 mg;un flacon de poudre;Fraction Thérapeutique;1
67202055;Comprimé;19809;ATORVASTATINE;40 mg;un comprimé;Fraction Thérapeutique;1
67203730;Comprimé;27380;DÉSOGESTREL;75 microgrammes;un comprimé</p>;Principe Actif;1
67218579;Sirop;637;BENZOATE DE SODIUM;2,268 g;100 ml de sirop;Principe Actif;2
67220669;Solution;258;NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (4 DH);un flacon de 30 ml;Principe Actif;1
67224404;Gomme;30981;NICOTINE POLACRILEX;21,80 mg;une gomme;Principe Actif;1
67231270;Comprimé;32109;CYPROHEPTADINE;4,00 mg;un comprimé;Fraction Thérapeutique;1
67232600;Suspension;24381;BUDÉSONIDE;1 mg;un récipient unidose de 2 ml;Principe Actif;1
67238724;Solution buvable en gouttes;6701;ACETANILIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;100 ml de solution;Principe Actif;20
67248825;Suspension;39488;INSULINE HUMAINE RECOMBINANTE ISOPHANE;100 UI;1 ml;Principe Actif;10
67266556;Comprimé;32743;FINASTÉRIDE;1 mg;un comprimé;Principe Actif;1
67298504;Gélule;16849;GABAPENTINE;300 mg;une gélule;Principe Actif;1
67304590;Poudre orale;13794;LYCOPODIUM CLAVATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de solution;Principe Actif;23
67315206;Comprimé;50058;RALTÉGRAVIR;25 mg;un comprimé;Fraction Thérapeutique;1
67320146;Gel;22364;DICLOFÉNAC DE DIÉTHYLAMINE;1,16 g;100 g;Principe Actif;1
67320527;Compartiment b;901;CHLORURE DE SODIUM;5,38 g;1000 ml de solution mélangée;Principe Actif;4
67346447;Pommade;7911;KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
67347983;Solution;4605;CHELIDONIUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES;3,75 ml (5 CH);un flacon de 15 ml;Principe Actif;4
67361246;Comprimé jaune foncé;4287;VALÉRATE D'ESTRADIOL;3 mg;un comprimé;Principe Actif;1
67370590;Solution;83;PIRACÉTAM;20 g;100 ml de solution buvable;Principe Actif;11
67399371;Comprimé;31416;IRBÉSARTAN;150 mg;un comprimé;Principe Actif;1
67411667;Poudre;20052;TOXINE BOTULINIQUE TYPE A;50 unités DL 50;un flacon;Principe Actif;1
67425987;Compartiment 1 : émulsion lipidique;19874;HUILE D'OLIVE RAFFINÉE POUR PRÉPARATIONS INJECTABLES;environ 32 g;200 ml;Principe Actif;1
