code_identifiant;presentation7;libéllé;Statut administratif de la présentation;Etat de commercialisation de la présentation;Date de la déclaration de commercialisation;Code Identifiant de Présentation à 13 chiffres;Agrément aux collectivités;taux_remboursement;prix€;indications_remboursement;dec;Prix
63524692;2775024;12 sachet(s)-dose(s) papier polyéthylène aluminium p-a-m-éthylène (surlyn) de 3 g;Présentation active;Déclaration de commercialisation;2014-03-07;3400927750243;oui;65 %;6;;82;6.82
63558417;3757531;1 flacon(s) en verre de 130 mg - 1 ampoule(s) en verre de 2 ml avec dispositif(s) d'administration avec seringue(s) avec aiguille(s) avec système de sécurité (safe system);Présentation active;Déclaration de commercialisation;2006-09-11;3400937575317;oui;65 %;347;;71;347.71
63563115;3767972;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 12 pastille(s);Présentation active;Déclaration de commercialisation;2010-08-30;3400937679725;oui;;;;;
63564053;3802237;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2008-01-23;3400938022377;oui;65 %;24;;46;24.46
63572025;3458610;60 récipient(s) unidose(s) polyéthylène de 0,4 ml;Présentation active;Déclaration de commercialisation;1999-11-19;3400934586101;oui;65 %;7;;99;7.99
63576333;3484027;Plaquette(s) thermoformée(s) aluminium de 90  comprimé(s);Présentation active;Déclaration de commercialisation;2000-03-27;3400934840272;oui;65 %;12;;5;12.5
63585962;5644699;1 flacon(s) en verre de 100  ml;Présentation active;Déclaration de commercialisation;1995-02-01;3400956446995;oui;;;;;
63591602;4950187;Plaquette(s) thermoformée(s) aluminium de 12 comprimé(s) (distributeur parallèle : pharma lab);Présentation active;Déclaration de commercialisation;2010-10-03;3400949501878;oui;65 %;42;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Ostéoporose postménopausique pour réduire le risque de fractures vertébrales et de hanche :<br>. patientes ayant fait une fracture par fragilité osseuse  <br>. en l'absence de fracture, patientes ayant une diminution importante de la densité osseuse selon évaluation clinique. - JOURNAL OFFICIEL  - 16/11/05 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;63;42.63
63597651;2749788;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 14 gélule(s);Présentation active;Déclaration de commercialisation;2014-03-03;3400927497889;oui;65 %;267;;87;267.87
62048799;3762911;3 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;2006-04-09;3400937629119;oui;65 %;474;;91;474.91
62052534;3914522;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-07-05;3400939145228;non;65 %;7;;49;7.49
62053006;2192334;Plaquette(s) thermoformée(s) aluminium pvc de 60 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-03-14;3400921923346;non;65 %;34;;64;34.64
61491877;3577102;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2002-11-30;3400935771025;oui;65 %;16;;08;16.08
61496529;2216299;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-08-17;3400922162997;oui;65 %;6;;64;6.64
61500244;3717796;Plaquette(s) thermoformée(s) pvc-aluminium de 90 gélule(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-12-15;3400937177962;non;65 %;20;;56;20.56
61524715;3611307;1 flacon(s) en verre de 500  mg - 1 ampoule(s) en verre de 2  ml;Présentation active;Déclaration d'arrêt de commercialisation;2015-02-01;3400936113077;oui;65 %;3;;76;3.76
61540502;3373084;2 seringue(s) préremplie(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;1996-10-19;3400933730840;oui;65 %;16;;76;16.76
61541629;2782739;8 sachet(s) papier aluminium polyéthylène;Présentation active;Déclaration de commercialisation;2014-08-26;3400927827396;non;;;;;
61551089;4930931;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);2014-06-13;3400949309313;non;65 %;18;;91;18.91
61596814;3882408;1 flacon(s) en verre de 3 ml avec pinceau(x) applicateur(s) polyéthylène basse densité (pebd) nylon;Présentation active;Déclaration d'arrêt de commercialisation;2011-10-19;3400938824087;non;30 %;7;;43;7.43
61598530;3189110;Plaquette(s) thermoformée(s) pvc-aluminium de 100  comprimé(s);Présentation active;Déclaration de commercialisation;1994-10-19;3400931891109;oui;;;;;
61649487;3551551;1 flacon(s) pvc de 60 ml;Présentation active;Déclaration de commercialisation;2000-01-11;3400935515513;oui;;;;;
61674704;3894736;1 flacon(s) en verre jaune(brun) de 30 ml avec compte-gouttes polypropylène;Présentation active;Déclaration de commercialisation;2009-02-03;3400938947366;oui;65 %;2;;94;2.94
61684812;3958413;Plaquette(s) formée(s) à froid aluminium pvc de 5 comprimé(s);Présentation active;Déclaration de commercialisation;2011-06-20;3400939584133;oui;65 %;11;;27;11.27
61692766;2169068;Plaquette(s) formée(s) à froid aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-08-08;3400921690682;oui;65 %;6;;64;6.64
61693409;4912956;10 ampoule(s) polyéthylène basse densité (pebd) de 2 ml;Présentation active;Déclaration de commercialisation;2011-03-01;3400949129560;oui;65 %;4;;32;4.32
61694240;3692346;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2005-11-28;3400936923461;oui;100 %;1802;;75;1802.75
61699383;3954349;Plaquette(s) thermoformée(s) pvc-aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;2011-10-11;3400939543499;non;;;;;
61718111;2227765;1 flacon(s) en verre brun de 32,27 g avec gobelet(s) doseur(s) avec seringue(s) pour administration orale avec adaptateur(s) pour flacon;Présentation active;Déclaration de commercialisation;2012-09-25;3400922277653;oui;;;;;
61762531;2685278;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 300 ml avec seringue(s) doseuse(s) de 3 ml polypropylène polyéthylène avec adaptateur polyéthylène;Présentation active;Déclaration de commercialisation;2013-06-14;3400926852788;oui;65 %;47;;28;47.28
61774341;3431290;Plaquette(s) thermoformée(s) pvc-aluminium de 84  comprimé(s);Présentation active;Déclaration de commercialisation;1998-01-09;3400934312908;non;;;;;
61823653;3815553;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2008-11-08;3400938155532;oui;65 %;29;;2;29.2
61823920;2184642;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;2012-07-30;3400921846423;oui;65 %;22;;8;22.8
61860121;2779565;8 sachet(s) papier aluminium polyéthylène;Présentation active;Déclaration de commercialisation;2014-09-18;3400927795657;non;;;;;
61864867;3471734;Flacon(s) en verre avec fermeture de sécurité enfant de 5 gélule(s);Présentation active;Déclaration de commercialisation;2010-07-26;3400934717345;oui;;;;;
61866277;3081720;10 ampoule(s) en verre jaune(brun) de 2 ml;Présentation active;Déclaration de commercialisation;1967-01-19;3400930817209;non;;;;;
61875447;3730199;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-07-17;3400937301992;non;;;;;
61878361;3415500;1 tube(s) aluminium verni de 42 g;Présentation active;Déclaration de commercialisation;1998-03-19;3400934155000;non;;;;;
61881763;2219435;Plaquette(s) thermoformée(s) pvc (aclar rx) polytrifluorochloroéthylène pvc-aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;2012-07-26;3400922194356;oui;30 %;2;;26;2.26
61889692;5789989;5 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2014-04-29;3400957899899;oui;;;;;
61897148;4965912;Plaquette(s) aluminium polyamide pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-09-29;3400949659128;non;65 %;7;;84;7.84
61904023;3808725;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;2008-03-06;3400938087253;oui;65 %;9;;75;9.75
61908153;5660563;10 ampoule(s) en verre de 10 ml;Présentation active;Déclaration de commercialisation;2006-10-23;3400956605637;oui;;;;;
61925206;3869253;Plaquette(s) thermoformée(s) pvc-aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;2009-04-09;3400938692532;oui;65 %;3;;4;3.4
61940966;3959973;Plaquette(s) thermoformée(s) aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2010-08-01;3400939599731;oui;65 %;7;;2;7.2
61942668;3735682;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-09-22;3400937356824;oui;65 %;7;;28;7.28
61944313;3028878;1 tube(s) aluminium verni de 10 g;Présentation active;Déclaration d'arrêt de commercialisation;2013-10-30;3400930288788;non;;;;;
61955523;3939769;Plaquette(s) polypropylène polycyclooléfine aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-02-16;3400939397696;oui;65 %;11;;42;11.42
61974317;3219213;Plaquette(s) thermoformée(s) pvc-aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;1984-01-19;3400932192137;non;;;;;
61977014;3103746;Plaquette(s) thermoformée(s) pvc-aluminium de 24  comprimé(s);Présentation active;Déclaration de commercialisation;1962-01-19;3400931037460;non;65 %;1;;73;1.73
61981906;5642341;10 flacon(s) en verre de 20 ml;Présentation active;Déclaration de commercialisation;2002-01-01;3400956423415;oui;;;;;
61990200;3753929;Plaquette(s) thermoformée(s) aluminium de 6 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-04-16;3400937539296;non;65 %;10;;41;10.41
61990200;3753935;Plaquette(s) thermoformée(s) aluminium de 12 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-03-17;3400937539357;non;65 %;20;;43;20.43
62005716;3000780;4 plaquette(s) pvc polyéthylène polychlortrifluoroéthylène aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;2015-03-16;3400930007808;non;;;;;
62008267;3921396;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;2010-04-05;3400939213965;oui;30 %;2;;4;2.4
62013296;5536863;Plaquette(s) thermoformée(s) pvc-aluminium de 100 gélule(s);Présentation active;Déclaration de commercialisation;1971-12-19;3400955368632;oui;;;;;
60002504;3320863;Tube(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2003-03-12;3400933208639;oui;15 %;8;;03;8.03
60010885;3809334;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;2009-04-14;3400938093346;oui;65 %;7;;33;7.33
60026957;3875331;Plaquette(s) thermoformée(s) pvc-aluminium de 180 comprimé(s);Présentation active;Déclaration de commercialisation;2008-11-25;3400938753318;oui;65 %;11;;57;11.57
60072310;3773441;1 plaquette(s) thermoformée(s) pvc aluminium de 21 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-04-09;3400937734417;non;;;;;
60083132;3952876;"Plaquette(s) formée(s) à froid aluminium de 28 comprimé(s) de type ""peel off""";Présentation active;Déclaration de commercialisation;2011-09-30;3400939528762;oui;65 %;43;;78;43.78
60155788;5631188;Plaquette(s) thermoformée(s) pvc-aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2001-08-11;3400956311880;oui;;;;;
60180720;3683465;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-12-01;3400936834651;oui;65 %;6;;64;6.64
60208251;3537864;Plaquette(s) thermoformée(s) pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2000-01-07;3400935378644;oui;65 %;2;;17;2.17
60244525;3599813;4 poche(s) polyoléfine de 3000 ml bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s);Présentation active;Déclaration de commercialisation;2003-08-10;3400935998132;oui;;;;;
60248840;2754973;Flacon(s) polyéthylène haute densité (pehd) de 120 gélule(s);Présentation active;Déclaration de commercialisation;2013-07-10;3400927549731;oui;100 %;7132;;85;7132.85
60265252;3945439;28 plaquette(s) formée(s) à froid aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;2012-01-23;3400939454399;oui;65 %;23;;78;23.78
60273256;5780362;10 flacon(s) en verre de 200 ml;Présentation active;Déclaration de commercialisation;2011-10-15;3400957803629;non;;;;;
60282789;4931244;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2011-11-14;3400949312443;oui;65 %;19;;4;19.4
60298455;3390556;Plaquette(s) thermoformée(s) pvc polyéthylène de 10  suppositoire(s);Présentation active;Déclaration de commercialisation;1995-10-19;3400933905569;oui;65 %;1;;12;1.12
60311803;3617706;1 tube(s) aluminium de 10  g;Présentation active;Déclaration de commercialisation;2004-02-02;3400936177062;oui;15 %;6;;68;6.68
60329609;3393158;1 flacon(s) en verre brun de 60 ml avec compte-gouttes polyéthylène;Présentation active;Déclaration de commercialisation;2000-03-20;3400933931582;non;;;;;
60332103;3300004;Tube(s) polypropylène de 30  comprimé(s);Présentation active;Déclaration de commercialisation;1988-10-19;3400933000042;oui;65 %;6;;18;6.18
60367022;4902343;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2015-02-03;3400949023431;non;65 %;48;;57;48.57
60370011;5571196;1 flacon(s) en verre de 500 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-01-18;3400955711964;non;;;;;
60378182;3330850;1 poche(s) pvc plastifié de 1000  ml;Présentation active;Déclaration de commercialisation;1992-03-19;3400933308506;oui;65 %;2;;99;2.99
60409368;3589944;3 plaquette thermoformée (pvc-aluminium) de 7 comprimés blancs, 7 comprimés bleu ciel et 7 comprimés bleu foncé;Présentation active;Déclaration d'arrêt de commercialisation;2013-05-30;3400935899446;non;;;;;
60427989;3661771;Plaquette(s) thermoformée(s) pvc-aluminium de 24 comprimé(s);Présentation active;Déclaration de commercialisation;2005-06-12;3400936617711;oui;15 %;5;;25;5.25
60446612;5725535;1 flacon(s) en verre de 15 ml;Présentation active;Déclaration de commercialisation;2008-12-31;3400957255350;oui;;;;;
60457338;5715241;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2007-12-13;3400957152413;oui;;;;;
60485953;3170487;1 flacon(s) de 60 gélule(s);Présentation active;Déclaration de commercialisation;1974-12-19;3400931704874;oui;65 %;10;;42;10.42
60495132;3379514;1 flacon(s) en verre de 50 ml;Présentation active;Déclaration de commercialisation;1996-09-19;3400933795146;oui;65 %;27;;86;27.86
60495132;3379543;1 flacon(s) en verre de 150 ml;Présentation active;Déclaration de commercialisation;1996-09-19;3400933795436;oui;65 %;70;;79;70.79
60524573;3512462;1 flacon(s) en verre de 500 ml;Présentation active;Déclaration de commercialisation;2000-06-20;3400935124623;non;65 %;2;;14;2.14
60529809;3051222;1 flacon(s) en verre brun de 50  ml avec mesurette(s) graduée(s);Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);2014-01-23;3400930512227;non;;;;;
60549391;3295272;Plaquette(s) thermoformée(s) nylon aluminium upvc de 20 comprimé(s);Présentation active;Déclaration de commercialisation;1989-11-19;3400932952724;oui;65 %;9;;22;9.22
60550568;3460653;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;1998-09-21;3400934606533;oui;65 %;7;;88;7.88
60588106;4169693;6 flacon(s) en verre de 2,5 ml;Présentation active;Déclaration de commercialisation;2011-09-21;3400941696930;non;;;;;
60614241;3674911;1 flacon(s) en verre brun de 60 ml avec seringue(s) pour administration orale polyéthylène;Présentation active;Déclaration d'arrêt de commercialisation;2013-05-13;3400936749115;non;;;;;
60617020;2202848;10 ampoule(s) polypropylène de 10 ml;Présentation active;Déclaration de commercialisation;2013-11-10;3400922028484;oui;65 %;36;;84;36.84
60650173;3767067;1 flacon(s) en verre de 250 ml;Présentation active;Déclaration de commercialisation;2008-08-09;3400937670678;oui;;;;;
60653625;2183306;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-05-03;3400921833065;non;65 %;19;;4;19.4
60660395;4965444;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-02-28;3400949654444;non;65 %;8;;88;8.88
60743994;3714208;Plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2007-03-28;3400937142083;oui;65 %;29;;2;29.2
60744612;3952333;10 ampoule(s) polypropylène de 10 ml;Présentation active;Déclaration de commercialisation;2014-05-27;3400939523330;oui;;;;;
63103939;3483016;1 tube(s) aluminium de 170 g;Présentation active;Déclaration de commercialisation;2001-09-05;3400934830167;non;;;;;
63104681;3471786;4 plaquette(s) thermoformée(s) pvc-aluminium de 14 gélule(s);Présentation active;Déclaration de commercialisation;2012-01-08;3400934717864;oui;15 %;29;;73;29.73
63104724;3846200;1 flacon(s) polyéthylène de 45 ml;Présentation active;Déclaration de commercialisation;2009-05-01;3400938462005;oui;15 %;1;;27;1.27
63118161;3808607;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2007-04-10;3400938086072;oui;65 %;35;;27;35.27
63149947;3816038;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2007-10-12;3400938160383;oui;65 %;29;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Psychose et schizophrénie chez l'adulte<br>- Accès maniaques chez l'adulte atteint de trouble bipolaire<br>- Agressivité persistante dans le contexte d'un trouble de la conduite, chez les enfants âgés de 5 ans à 11 ans présentant un retard intellectuel - JOURNAL OFFICIEL  - 25/08/06 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;38;29.38
63162282;3529698;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2009-04-23;3400935296986;oui;65 %;15;;63;15.63
63166957;3058388;20 ampoule(s) en verre brun de 10 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-11-30;3400930583883;non;;;;;
63179285;5631320;Plaquette(s) thermoformée(s) pvc-aluminium de 150 comprimé(s);Présentation active;Déclaration de commercialisation;2002-01-07;3400956313204;oui;;;;;
63180946;3686305;Plaquette(s) thermoformée(s) pvc-aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2005-05-10;3400936863057;oui;65 %;31;;19;31.19
63183351;3999151;15 sachet(s) polytéréphtalate (pet) aluminium polyéthylène de 10 ml;Présentation active;Déclaration de commercialisation;2010-01-09;3400939991511;non;;;;;
63185466;3578952;1 flacon(s) compte-gouttes polyéthylène de 3  ml;Présentation active;Déclaration de commercialisation;2002-06-27;3400935789525;oui;65 %;7;;01;7.01
63196808;2755990;Plaquette(s) polyamide aluminium pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2014-10-17;3400927559907;oui;65 %;19;;4;19.4
63211473;3586704;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2003-06-18;3400935867049;oui;65 %;4;;65;4.65
63211726;3540180;4 poche(s) simple(s) pvc de 2500 ml avec connecteur (system 10) composée de 3 compartiments;Présentation active;Déclaration de commercialisation;2001-02-15;3400935401809;oui;;;;;
63212397;2246277;Plaquette(s) aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;2014-11-02;3400922462776;oui;65 %;3;;77;3.77
63226151;3316560;1 flacon(s) pvc brun de 45 gélule(s);Présentation active;Déclaration de commercialisation;1990-02-19;3400933165604;non;;;;;
63245447;3602863;Tube(s) polypropylène de 14  comprimé(s);Présentation active;Déclaration de commercialisation;2003-05-27;3400936028630;oui;15 %;1;;63;1.63
65004263;3898792;1 tube(s) aluminium de 50 g;Présentation active;Déclaration de commercialisation;2009-05-15;3400938987928;non;;;;;
65011037;2213958;3 flacon(s) compte-gouttes polyéthylène basse densité (pebd) de 2,5 ml;Présentation active;Déclaration d'arrêt de commercialisation;2014-04-07;3400922139586;non;65 %;20;;04;20.04
65019258;4900870;1 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-06-29;3400949008704;oui;65 %;6;;3;6.3
65027575;2763713;1 seringue(s) préremplie(s) polycyclooléfine de 150 ml pour injecteur automatique avec nécessaire(s) d’administration avec 1 cathéter de sécurité à ailettes i.v. 20g;Présentation active;Déclaration de commercialisation;2015-02-17;3400927637131;oui;65 %;65;;77;65.77
65042876;3908160;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2008-12-31;3400939081601;oui;65 %;5;;88;5.88
65057910;3966045;2 tube(s) polypropylène de 4 g;Présentation active;Déclaration de commercialisation;2009-07-12;3400939660455;non;;;;;
65066667;3498064;5 flacon(s) en verre - 5 seringue(s) préremplie(s de 1  ml) en verre avec aiguille(s);Présentation active;Déclaration de commercialisation;1997-05-24;3400934980640;oui;;;;;
65094353;4937809;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-12;3400949378098;oui;65 %;6;;64;6.64
65099813;3725815;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-07-17;3400937258159;non;65 %;5;;57;5.57
65103838;3499879;12 sachet(s)-dose(s) papier aluminium polyéthylène de 0,81 g;Présentation active;Déclaration de commercialisation;1999-01-09;3400934998799;oui;65 %;1;;37;1.37
65106581;3334983;1 flacon(s) polypropylène de 50 ml avec seringue(s) microperfuseur;Présentation active;Déclaration de commercialisation;1991-09-19;3400933349837;oui;65 %;20;;84;20.84
65116508;2758793;Plaquette(s) pvc pvdc aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2014-07-07;3400927587931;oui;65 %;11;;7;11.7
65126598;3762271;1 flacon(s) en verre de 100 ml;Présentation active;Déclaration de commercialisation;2008-02-09;3400937622714;oui;65 %;15;;98;15.98
65130778;3073100;10 plaquette(s) thermoformée(s) pvc-aluminium de 10  comprimé(s);Présentation active;Déclaration de commercialisation;1949-01-19;3400930731000;oui;65 %;5;;;
65148146;5661077;1 flacon(s) en verre de 5 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-12-10;3400956610778;non;;;;;
65158959;3019572;1 tube(s) aluminium verni de 25 g;Présentation active;Déclaration d'arrêt de commercialisation;2012-04-27;3400930195727;non;;;;;
65163486;3648730;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2005-07-03;3400936487307;oui;65 %;1;;85;1.85
65187117;2696193;Plaquette(s) pvc-aluminium de 8 comprimé(s);Présentation active;Déclaration de commercialisation;2013-06-20;3400926961930;non;;;;;
65198779;2747186;Plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-18;3400927471865;oui;65 %;19;;4;19.4
65227405;3084925;5 ampoule(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;1965-01-19;3400930849255;oui;;;;;
65231460;2675274;Plaquette(s) thermoformée(s) aluminium de 7 gélule(s);Présentation active;Déclaration de commercialisation;2013-06-09;3400926752743;non;;;;;
65238711;3065247;1 flacon(s) polyéthylène de 3 ml;Présentation active;Déclaration de commercialisation;1965-01-19;3400930652473;oui;65 %;1;;02;1.02
65250375;3578389;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc de 30 capsule(s);Présentation active;Déclaration de commercialisation;2002-06-18;3400935783899;oui;65 %;12;;57;12.57
65254879;3743983;Plaquette(s) thermoformée(s) pvc (aclar rx) polytrifluorochloroéthylène aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2007-08-21;3400937439831;oui;65 %;14;;21;14.21
65289129;3115442;Plaquette(s) thermoformée(s) pvc-aluminium de 50  comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-03-25;3400931154426;non;;;;;
65319857;5593660;50 cartouche(s) en verre de 1,7 ml, avec bouchon piston avec canal;Présentation active;Déclaration de commercialisation;1997-05-19;3400955936602;oui;;;;;
65323802;5609295;1 flacon(s) en verre brun de 125 ml;Présentation active;Déclaration d'arrêt de commercialisation;2015-07-22;3400956092956;non;;;;;
65329253;3430066;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;1998-04-19;3400934300660;oui;65 %;47;;81;47.81
65335982;3376668;Plaquette(s) thermoformée(s) pvc-aluminium de 16  gélule(s);Présentation active;Déclaration de commercialisation;2004-07-12;3400933766689;oui;65 %;1;;08;1.08
65341775;3737497;Plaquette(s) thermoformée(s) pvc-aluminium de 20 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2011-11-22;3400937374972;non;65 %;3;;85;3.85
65347714;2183163;Plaquette(s) pvc pvdc aluminium de 8 comprimé(s);Présentation active;Déclaration de commercialisation;2013-06-24;3400921831634;non;;;;;
65360359;3376361;1 flacon(s) polyéthylène haute densité (pehd) de 30  gélule(s);Présentation active;Déclaration de commercialisation;1995-10-19;3400933763619;non;;;;;
65380148;3748466;Plaquette(s) thermoformée(s) pvc polyéthylène acétate de polyvinyle de 84 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-06-01;3400937484664;non;65 %;159;;34;159.34
65387858;4941337;1 seringue(s) préremplie(s) en verre de 0,2 ml;Présentation active;Déclaration de commercialisation;2011-08-29;3400949413379;oui;100 %;44;;8;44.8
65399052;4902544;Plaquette(s) thermoformée(s) pvc-aluminium polyamide de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2015-05-25;3400949025442;oui;65 %;25;;63;25.63
65401076;3260842;1 flacon(s) compte-gouttes de 10  ml;Présentation active;Déclaration de commercialisation;1984-08-27;3400932608423;oui;65 %;8;;38;8.38
65401119;3858433;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-04-11;3400938584332;oui;65 %;69;;86;69.86
65418143;3828797;5 poche(s) polyamide polypropylène suremballée/surpochée de 2500 ml  à 3 compartiments;Présentation active;Déclaration de commercialisation;2008-07-16;3400938287974;oui;;;;;
65421851;5582455;1 flacon(s) en verre brun de 240 ml;Présentation active;Déclaration de commercialisation;1994-05-19;3400955824558;oui;;;;;
65444451;3544634;2 tube(s) polypropylène de 15 comprimé(s);Présentation active;Déclaration de commercialisation;2004-01-14;3400935446343;non;;;;;
65471103;3974091;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-10-19;3400939740911;oui;65 %;6;;39;6.39
67326964;3828679;5 sachet(s) papier polyéthylène aluminium copolymère d'éthylène et d'acide méthacrylique de 1 emplâtre(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-11-30;3400938286793;non;;;;;
67327315;3290582;1 flacon(s) en verre jaune(brun) de 15 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-06-25;3400932905829;non;;;;;
67335269;4912301;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-07-12;3400949123018;oui;65 %;3;;13;3.13
